ruaaci̱	3
duɔ̱rä	3
kɔaam	3
dho̱ri̱	3
kua̱ri̱	3
kuärä	3
nyon	3
diëth	3
ciëŋdiɛn	3
kuɛɛ	3
thuny	3
nëë	3
nya̱k	3
cuŋ	3
cië	3
mä	3
daar	3
leer	3
dhɔrɔ	3
wänwään	3
penɛ	3
watädu	3
mith	3
yiöt	3
thɔ̱ɔ̱l	3
gup	3
guar	3
gua̱ndɛ	3
ciëmuɔri̱	3
liny	3
wuɔ̱p	3
lɛpɛ	3
ŋuaan	3
luakdɛ	3
la̱a̱ny	3
may	3
yiɛth	3
nyɛgathni̱	3
cɔalɛ	3
kɔak	3
ɛtɛmɛ	3
tiɛɛni̱	3
gua̱thdɛ	3
nyuurä	3
thɛm	3
cɔadɛ	3
guäthni̱kiɛn	3
kuɔ̱r	3
ce̱tni̱	3
luäki̱	3
läätni̱	3
rio̱p	3
cuuci̱	3
cie̱ŋi̱	3
tho̱p	3
ɛläny	3
te̱ni̱	3
cuɔ̱ɔ̱ŋdu	3
nyoon	3
läthɛ	3
thurɛni̱	3
wiä	3
pekɛ	3
ŋɛ̈ɛ̈ny	3
kuääru	3
pälpiny	3
ca̱tɛ	3
kuëŋ	3
wargakä	3
thiecni̱	3
guicɔ	3
la̱tdu	3
di̱tlɔc	3
cuɔ̱th	3
mäth	3
tɛ̈r	3
muul	3
me̱t	3
yiɛ	3
pa̱r	3
bo̱thni̱	3
gua̱a̱thdɛ	3
kiɛɛr	3
tɛɛr	3
kuäärɛ	3
kua̱a̱r	3
col	3
thal	2
bälɛ	2
comɛ	2
thoklɔaac	2
ɣo̱nh	2
käny	2
tha̱a̱ŋkiɛn	2
buɔy	2
di̱l	2
linyɛ	2
luuc	2
nyuthdu	2
nho̱o̱kä	2
wɛr	2
wɛrɛ	2
gua̱ni̱kɔn	2
thieec	2
ner	2
nik	2
gɔp	2
diɛɛrɛ	2
yuɔ̱ɔ̱r	2
nhiem	2
tuɔkɔ	2
i̱nɔmɔ	2
tɔ̱a̱a̱c	2
buɔ̱ɔ̱t	2
lo̱cni̱	2
ŋɔ̱ɔ̱ŋɛ	2
keeri̱	2
duaal	2
neeri̱	2
rɛp	2
bunä	2
maaru	2
ti̱n	2
rieetku	2
ruääkä	2
nöŋi̱	2
cany	2
bathɛ	2
kɔ̱a̱c	2
lärɛ	2
guɔ̱ɔ̱rkɛ	2
